post_id,match_id,platform,content_type,post_date,impressions,likes,shares,comments,video_views,engagement_rate
P01276,M046,X (Twitter),Tactical Analysis,2026-07-07,13726,1075,76,130,0,0.0933
P01277,M004,Instagram,Behind the Scenes,2026-06-15,35730,1767,296,485,0,0.0713
P01278,M034,Facebook,Match Preview,2026-07-01,15272,800,200,119,0,0.0733
P01279,M026,App Push,Fan Poll,2026-06-25,24726,1129,175,220,0,0.0616
P01280,M021,Instagram,Stadium Tour,2026-06-21,19844,1432,285,271,6747,0.1002
P01281,M044,Instagram,Player Interview,2026-07-06,45806,2470,234,614,10826,0.0724
P01282,M043,TikTok,Match Preview,2026-07-02,31702,1667,596,436,0,0.0851
P01283,M045,Instagram,Meme/GIF,2026-07-07,32588,1452,628,243,0,0.0713
P01284,M019,YouTube,Match Preview,2026-06-22,24479,1322,273,108,0,0.0696
P01285,M004,YouTube,Highlight Reel,2026-06-16,24373,1456,150,245,11033,0.0759
P01286,M024,YouTube,Highlight Reel,2026-06-25,33806,2222,339,124,9527,0.0794
P01287,M012,Facebook,Fan Poll,2026-06-16,29603,2028,569,182,0,0.0939
P01288,M026,Instagram,Meme/GIF,2026-06-23,71558,3341,1389,817,0,0.0775
P01289,M025,YouTube,Meme/GIF,2026-06-24,45031,2543,743,441,0,0.0828
P01290,M013,X (Twitter),Behind the Scenes,2026-06-20,17439,1189,167,213,0,0.09
P01291,M025,TikTok,Ticket Promo,2026-06-27,8313,415,101,53,0,0.0684
P01292,M006,TikTok,Match Preview,2026-06-13,22449,1657,119,214,0,0.0886
P01293,M031,X (Twitter),Meme/GIF,2026-06-30,26154,1504,271,222,0,0.0764
P01294,M033,Instagram,Meme/GIF,2026-06-27,63536,4750,516,877,0,0.0967
P01295,M030,X (Twitter),Player Interview,2026-06-28,51849,2781,322,508,21781,0.0696
P01296,M036,X (Twitter),Ticket Promo,2026-07-01,4122,210,73,61,0,0.0835
P01297,M027,Instagram,Player Interview,2026-06-26,8293,573,109,88,2246,0.0928
P01298,M013,Facebook,Highlight Reel,2026-06-21,5364,323,34,71,2043,0.0798
P01299,M017,X (Twitter),Player Interview,2026-06-19,23310,1246,274,165,6757,0.0723
P01300,M019,TikTok,Match Preview,2026-06-23,19994,1590,129,130,0,0.0925
P01301,M018,TikTok,Behind the Scenes,2026-06-23,6959,522,136,38,0,0.1
P01302,M041,Facebook,Live Score Update,2026-07-05,69903,3963,1075,911,0,0.0851
P01303,M028,X (Twitter),Tactical Analysis,2026-06-28,4838,210,49,45,0,0.0628
P01304,M029,Facebook,Match Preview,2026-06-29,21199,1186,136,299,0,0.0765
P01305,M027,TikTok,Meme/GIF,2026-06-28,57523,3822,289,555,0,0.0811
P01306,M045,YouTube,Match Preview,2026-07-07,39955,2379,506,415,0,0.0826
P01307,M028,Facebook,Player Interview,2026-06-28,14884,875,288,70,3617,0.0828
P01308,M015,X (Twitter),Meme/GIF,2026-06-19,58254,3456,457,183,0,0.0703
P01309,M014,App Push,Match Preview,2026-06-19,29304,2189,272,253,0,0.0926
P01310,M045,TikTok,Live Score Update,2026-07-03,47127,2846,847,254,0,0.0838
P01311,M027,App Push,Meme/GIF,2026-06-25,83895,4617,1621,252,0,0.0774
P01312,M021,App Push,Match Preview,2026-06-21,12862,787,256,166,0,0.094
P01313,M022,X (Twitter),Match Preview,2026-06-22,33590,1595,328,442,0,0.0704
P01314,M040,Facebook,Behind the Scenes,2026-07-04,31371,2084,207,152,0,0.0779
P01315,M043,X (Twitter),Live Score Update,2026-07-06,48983,3446,919,377,0,0.0968
P01316,M026,X (Twitter),Fan Poll,2026-06-26,16459,1187,209,100,0,0.0909
P01317,M025,X (Twitter),Behind the Scenes,2026-06-27,24123,1465,132,161,0,0.0729
P01318,M018,TikTok,Stadium Tour,2026-06-23,25678,1422,364,99,9567,0.0734
P01319,M037,TikTok,Fan Poll,2026-07-01,6562,513,49,83,0,0.0983
P01320,M048,X (Twitter),Match Preview,2026-07-06,36230,1810,641,471,0,0.0807
P01321,M011,TikTok,Live Score Update,2026-06-20,40059,2678,582,374,0,0.0907
P01322,M043,X (Twitter),Meme/GIF,2026-07-05,78451,3190,710,1149,0,0.0644
P01323,M028,App Push,Behind the Scenes,2026-06-24,57112,3752,956,436,0,0.0901
P01324,M007,X (Twitter),Live Score Update,2026-06-18,19764,992,138,265,0,0.0706
P01325,M021,TikTok,Live Score Update,2026-06-23,8996,643,95,68,0,0.0896
P01326,M038,TikTok,Meme/GIF,2026-06-30,33416,2444,476,494,0,0.1022
P01327,M021,YouTube,Tactical Analysis,2026-06-25,9672,453,59,122,0,0.0656
P01328,M017,YouTube,Player Interview,2026-06-23,23059,1577,185,165,7999,0.0836
P01329,M029,Facebook,Stadium Tour,2026-06-25,10901,611,117,62,3621,0.0725
P01330,M012,YouTube,Player Interview,2026-06-20,42389,2281,632,379,18389,0.0777
P01331,M033,TikTok,Ticket Promo,2026-06-27,10315,665,205,140,0,0.0979
P01332,M033,App Push,Match Preview,2026-06-30,24353,1918,479,361,0,0.1133
P01333,M024,Instagram,Meme/GIF,2026-06-24,38991,2435,254,487,0,0.0815
P01334,M020,YouTube,Ticket Promo,2026-06-24,18656,997,326,273,0,0.0855
P01335,M021,TikTok,Fan Poll,2026-06-22,21572,1338,292,302,0,0.0896
P01336,M033,X (Twitter),Highlight Reel,2026-06-27,50407,2114,566,703,29285,0.0671
P01337,M042,Instagram,Stadium Tour,2026-07-04,13226,603,160,53,6230,0.0617
P01338,M023,TikTok,Live Score Update,2026-06-24,64549,3158,1275,351,0,0.0741
P01339,M037,Facebook,Live Score Update,2026-06-29,53864,3207,854,202,0,0.0791
P01340,M029,YouTube,Tactical Analysis,2026-06-26,20546,1089,292,150,0,0.0745
P01341,M022,YouTube,Behind the Scenes,2026-06-24,45635,2294,851,576,0,0.0815
P01342,M028,YouTube,Live Score Update,2026-06-28,36380,2097,605,247,0,0.0811
P01343,M007,X (Twitter),Meme/GIF,2026-06-16,48479,3162,312,648,0,0.085
P01344,M024,TikTok,Match Preview,2026-06-24,27069,1403,283,100,0,0.066
P01345,M035,Facebook,Behind the Scenes,2026-07-02,12830,543,185,130,0,0.0669
P01346,M037,App Push,Live Score Update,2026-07-03,44550,2801,746,266,0,0.0856
P01347,M013,X (Twitter),Ticket Promo,2026-06-17,8879,426,102,129,0,0.074
P01348,M034,Facebook,Live Score Update,2026-06-28,14372,801,267,186,0,0.0873
P01349,M009,Instagram,Stadium Tour,2026-06-16,19224,946,152,171,7342,0.066
P01350,M048,X (Twitter),Fan Poll,2026-07-06,21629,1035,338,175,0,0.0716
P01351,M036,Facebook,Stadium Tour,2026-07-01,17381,1039,181,212,3606,0.0824
P01352,M015,X (Twitter),Player Interview,2026-06-20,63882,2934,367,824,19692,0.0646
P01353,M025,X (Twitter),Tactical Analysis,2026-06-24,25714,1495,458,79,0,0.079
P01354,M048,Instagram,Stadium Tour,2026-07-06,13667,586,75,83,5642,0.0544
P01355,M015,YouTube,Meme/GIF,2026-06-20,24393,1101,327,125,0,0.0637
P01356,M024,TikTok,Highlight Reel,2026-06-22,55754,2374,994,389,16628,0.0674
P01357,M022,X (Twitter),Meme/GIF,2026-06-24,66542,3540,1185,454,0,0.0778
P01358,M016,X (Twitter),Highlight Reel,2026-06-20,60748,4554,434,673,18649,0.0932
P01359,M002,Instagram,Stadium Tour,2026-06-15,15522,809,276,170,7025,0.0809
P01360,M015,YouTube,Match Preview,2026-06-20,13427,928,160,136,0,0.0912
P01361,M007,TikTok,Highlight Reel,2026-06-15,47206,2383,736,648,22406,0.0798
P01362,M044,X (Twitter),Fan Poll,2026-07-06,8160,643,119,44,0,0.0988
P01363,M030,TikTok,Live Score Update,2026-06-29,9739,705,155,84,0,0.0969
P01364,M010,TikTok,Match Preview,2026-06-16,33012,2516,557,385,0,0.1047
P01365,M033,X (Twitter),Ticket Promo,2026-06-28,18579,1438,344,61,0,0.0992
P01366,M026,Facebook,Fan Poll,2026-06-27,27896,1806,210,329,0,0.0841
P01367,M012,Instagram,Live Score Update,2026-06-18,27439,1275,357,384,0,0.0735
P01368,M012,Facebook,Match Preview,2026-06-20,12484,828,143,118,0,0.0872
P01369,M013,Instagram,Ticket Promo,2026-06-20,6968,302,100,78,0,0.0689
P01370,M030,Instagram,Meme/GIF,2026-06-29,48307,2277,301,581,0,0.0654
P01371,M006,YouTube,Tactical Analysis,2026-06-14,6675,443,62,92,0,0.0894
P01372,M010,TikTok,Behind the Scenes,2026-06-16,51693,2386,791,275,0,0.0668
P01373,M007,Facebook,Meme/GIF,2026-06-18,8280,349,113,61,0,0.0632
P01374,M037,X (Twitter),Meme/GIF,2026-06-30,49861,3408,383,520,0,0.0865
P01375,M020,X (Twitter),Behind the Scenes,2026-06-21,44930,3269,523,658,0,0.099
P01376,M041,Instagram,Match Preview,2026-07-03,39591,2183,627,482,0,0.0832
P01377,M033,Instagram,Live Score Update,2026-06-29,8445,673,97,66,0,0.099
P01378,M006,X (Twitter),Tactical Analysis,2026-06-17,11225,496,214,86,0,0.0709
P01379,M036,TikTok,Highlight Reel,2026-07-02,41934,3021,521,153,18460,0.0881
P01380,M042,TikTok,Stadium Tour,2026-07-02,24182,1419,337,84,7152,0.0761
P01381,M026,X (Twitter),Match Preview,2026-06-26,22781,1273,159,73,0,0.0661
P01382,M030,Instagram,Live Score Update,2026-06-27,40484,2503,649,402,0,0.0878
P01383,M017,X (Twitter),Behind the Scenes,2026-06-23,9447,474,155,55,0,0.0724
P01384,M048,Facebook,Ticket Promo,2026-07-06,16024,789,211,90,0,0.068
P01385,M023,Instagram,Tactical Analysis,2026-06-25,5367,227,88,70,0,0.0717
P01386,M005,YouTube,Fan Poll,2026-06-16,7233,324,119,88,0,0.0734
P01387,M043,Instagram,Fan Poll,2026-07-02,14488,825,264,67,0,0.0798
P01388,M038,X (Twitter),Highlight Reel,2026-06-30,63317,4408,1041,876,12883,0.0999
P01389,M006,TikTok,Highlight Reel,2026-06-17,23171,1550,162,115,11699,0.0788
P01390,M009,YouTube,Player Interview,2026-06-17,20138,1105,157,242,6341,0.0747
P01391,M047,Instagram,Stadium Tour,2026-07-07,8543,607,128,122,3637,0.1003
P01392,M043,Instagram,Ticket Promo,2026-07-06,16886,1108,97,203,0,0.0834
P01393,M007,Instagram,Highlight Reel,2026-06-14,14837,992,84,126,5808,0.081
P01394,M001,YouTube,Tactical Analysis,2026-06-14,12895,777,225,149,0,0.0893
P01395,M028,App Push,Stadium Tour,2026-06-26,11690,526,174,74,2601,0.0662
P01396,M040,TikTok,Behind the Scenes,2026-07-02,4198,314,30,55,0,0.095
P01397,M029,X (Twitter),Live Score Update,2026-06-28,43062,2499,813,319,0,0.0843
P01398,M020,TikTok,Ticket Promo,2026-06-20,11942,495,140,131,0,0.0641
P01399,M037,Instagram,Live Score Update,2026-07-01,18264,1393,265,165,0,0.0998
P01400,M035,X (Twitter),Meme/GIF,2026-07-01,22594,1755,142,75,0,0.0873
P01401,M048,YouTube,Highlight Reel,2026-07-08,49879,2142,816,334,29058,0.066
P01402,M015,YouTube,Live Score Update,2026-06-18,64392,2710,1273,778,0,0.0739
P01403,M030,Instagram,Live Score Update,2026-06-29,39252,2899,252,504,0,0.0931
P01404,M019,App Push,Player Interview,2026-06-22,41849,2921,780,493,25106,0.1002
P01405,M039,Instagram,Stadium Tour,2026-07-03,15071,1000,91,211,5078,0.0864
P01406,M013,Instagram,Tactical Analysis,2026-06-17,7780,527,79,56,0,0.0851
P01407,M011,TikTok,Highlight Reel,2026-06-18,84535,6285,681,790,23148,0.0917
P01408,M004,X (Twitter),Match Preview,2026-06-12,23066,1623,117,124,0,0.0808
P01409,M019,App Push,Highlight Reel,2026-06-21,48597,2336,438,721,11750,0.0719
P01410,M035,TikTok,Stadium Tour,2026-07-01,25518,1338,329,306,8521,0.0773
P01411,M041,TikTok,Highlight Reel,2026-07-01,66572,4267,902,649,24960,0.0874
P01412,M019,Facebook,Meme/GIF,2026-06-23,12018,481,136,76,0,0.0577
P01413,M027,Instagram,Match Preview,2026-06-28,27874,1313,288,363,0,0.0705
P01414,M039,X (Twitter),Highlight Reel,2026-07-02,18023,1176,172,219,5080,0.0869
P01415,M010,Instagram,Stadium Tour,2026-06-19,16668,1123,140,130,4103,0.0836
P01416,M040,App Push,Stadium Tour,2026-07-01,18878,1408,202,190,4981,0.0953
P01417,M032,Facebook,Player Interview,2026-06-30,20171,1234,262,72,11537,0.0777
P01418,M018,X (Twitter),Stadium Tour,2026-06-20,7856,362,147,103,1603,0.0779
P01419,M025,Facebook,Highlight Reel,2026-06-23,38908,1885,719,311,12616,0.0749
P01420,M008,X (Twitter),Player Interview,2026-06-15,22126,1450,294,240,12755,0.0897
P01421,M042,TikTok,Fan Poll,2026-07-03,16940,1235,102,54,0,0.0821
P01422,M025,TikTok,Live Score Update,2026-06-25,64014,3356,1120,620,0,0.0796
P01423,M027,Facebook,Highlight Reel,2026-06-28,64729,3481,464,312,14057,0.0658
P01424,M012,Facebook,Behind the Scenes,2026-06-18,34999,2608,442,476,0,0.1007
P01425,M044,Facebook,Highlight Reel,2026-07-02,25825,2012,135,257,10707,0.0931
P01426,M013,TikTok,Meme/GIF,2026-06-19,43183,1923,370,513,0,0.065
P01427,M038,YouTube,Behind the Scenes,2026-06-30,30977,1699,442,338,0,0.08
P01428,M012,Facebook,Match Preview,2026-06-16,25928,1352,499,337,0,0.0844
P01429,M006,YouTube,Live Score Update,2026-06-16,32355,1981,214,273,0,0.0763
P01430,M029,Facebook,Player Interview,2026-06-25,11784,614,164,139,4075,0.0778
P01431,M033,X (Twitter),Live Score Update,2026-06-27,38738,2975,431,442,0,0.0993
P01432,M041,TikTok,Tactical Analysis,2026-07-04,27320,1962,267,146,0,0.0869
P01433,M001,Instagram,Live Score Update,2026-06-15,10171,525,59,129,0,0.0701
P01434,M042,Facebook,Player Interview,2026-07-05,27573,2053,339,377,14953,0.1004
P01435,M023,TikTok,Tactical Analysis,2026-06-23,8598,396,85,99,0,0.0675
P01436,M021,YouTube,Player Interview,2026-06-25,9387,407,85,91,5198,0.0621
P01437,M048,Instagram,Ticket Promo,2026-07-07,2848,120,16,35,0,0.06
P01438,M034,Instagram,Ticket Promo,2026-06-30,8606,587,79,119,0,0.0912
P01439,M037,X (Twitter),Behind the Scenes,2026-07-03,27897,1355,488,394,0,0.0802
P01440,M048,TikTok,Highlight Reel,2026-07-08,40203,2229,773,327,10396,0.0828
P01441,M043,App Push,Behind the Scenes,2026-07-02,43182,3069,554,181,0,0.0881
P01442,M026,TikTok,Highlight Reel,2026-06-27,50187,3289,926,351,17404,0.091
P01443,M012,X (Twitter),Ticket Promo,2026-06-16,13569,995,252,155,0,0.1033
P01444,M003,Instagram,Match Preview,2026-06-13,11479,793,126,98,0,0.0886
P01445,M019,TikTok,Behind the Scenes,2026-06-20,39292,2520,511,524,0,0.0905
P01446,M015,TikTok,Fan Poll,2026-06-20,30792,2389,477,158,0,0.0982
P01447,M039,TikTok,Highlight Reel,2026-07-01,23517,1003,441,324,12721,0.0752
P01448,M047,X (Twitter),Meme/GIF,2026-07-07,13219,870,208,165,0,0.094
P01449,M039,Facebook,Live Score Update,2026-07-04,45683,2132,428,390,0,0.0646
P01450,M010,App Push,Highlight Reel,2026-06-17,63777,4237,542,276,21823,0.0793
P01451,M035,Instagram,Behind the Scenes,2026-07-02,38430,1872,360,547,0,0.0723
P01452,M013,X (Twitter),Fan Poll,2026-06-17,5013,214,91,22,0,0.0652
P01453,M029,Instagram,Fan Poll,2026-06-27,12074,896,219,76,0,0.0986
P01454,M021,Instagram,Meme/GIF,2026-06-25,9530,698,110,128,0,0.0982
P01455,M026,Facebook,Tactical Analysis,2026-06-23,5942,277,81,54,0,0.0693
P01456,M006,App Push,Ticket Promo,2026-06-15,3692,281,68,28,0,0.1021
P01457,M030,App Push,Player Interview,2026-06-27,37602,2770,393,290,11943,0.0918
P01458,M040,Facebook,Highlight Reel,2026-07-02,29592,2238,401,221,6087,0.0966
P01459,M003,TikTok,Stadium Tour,2026-06-16,6713,420,67,85,2704,0.0852
P01460,M019,YouTube,Meme/GIF,2026-06-20,57174,3422,1004,425,0,0.0848
P01461,M017,Facebook,Meme/GIF,2026-06-20,52096,3720,830,304,0,0.0932
P01462,M036,X (Twitter),Highlight Reel,2026-07-01,43029,2503,330,210,12582,0.0707
P01463,M022,Instagram,Behind the Scenes,2026-06-22,16976,836,154,206,0,0.0705
P01464,M004,App Push,Fan Poll,2026-06-12,17207,1012,280,99,0,0.0808
P01465,M048,Instagram,Match Preview,2026-07-05,4558,242,79,15,0,0.0737
P01466,M033,TikTok,Tactical Analysis,2026-06-30,21450,1061,355,206,0,0.0756
P01467,M028,TikTok,Fan Poll,2026-06-25,19426,1102,274,150,0,0.0786
P01468,M046,Instagram,Tactical Analysis,2026-07-04,4342,244,33,29,0,0.0705
P01469,M017,Instagram,Live Score Update,2026-06-19,48272,3246,660,469,0,0.0906
P01470,M027,X (Twitter),Stadium Tour,2026-06-28,4467,345,51,59,1664,0.1019
P01471,M032,TikTok,Stadium Tour,2026-06-26,22381,1295,374,233,5776,0.085
P01472,M034,Facebook,Fan Poll,2026-06-27,6660,273,34,91,0,0.0598
P01473,M006,TikTok,Match Preview,2026-06-14,21164,1339,192,174,0,0.0806
P01474,M032,App Push,Stadium Tour,2026-06-26,20652,1392,399,292,12098,0.1009
P01475,M036,YouTube,Meme/GIF,2026-06-29,87351,6251,533,369,0,0.0819
P01476,M028,X (Twitter),Behind the Scenes,2026-06-28,18405,840,357,132,0,0.0722
P01477,M021,TikTok,Meme/GIF,2026-06-21,33784,2286,275,292,0,0.0844
P01478,M024,Facebook,Live Score Update,2026-06-22,23630,1742,382,288,0,0.1021
P01479,M007,Instagram,Highlight Reel,2026-06-15,55043,2451,433,448,17395,0.0605
P01480,M033,X (Twitter),Player Interview,2026-06-30,23084,1155,368,189,9202,0.0742
P01481,M043,Instagram,Highlight Reel,2026-07-06,53356,2668,356,656,12505,0.069
P01482,M006,TikTok,Ticket Promo,2026-06-16,1885,86,12,18,0,0.0615
P01483,M037,X (Twitter),Highlight Reel,2026-07-02,84878,5362,613,1205,46622,0.0846
P01484,M047,X (Twitter),Player Interview,2026-07-05,56520,3633,1016,335,20183,0.0882
P01485,M043,App Push,Live Score Update,2026-07-06,71987,3498,634,325,0,0.0619
P01486,M035,YouTube,Fan Poll,2026-06-28,11588,465,103,41,0,0.0526
P01487,M021,App Push,Fan Poll,2026-06-24,23515,1173,305,93,0,0.0668
P01488,M033,X (Twitter),Fan Poll,2026-07-01,41189,3047,483,363,0,0.0945
P01489,M032,TikTok,Ticket Promo,2026-06-30,5881,413,91,33,0,0.0913
P01490,M009,YouTube,Stadium Tour,2026-06-17,35224,2042,286,381,20411,0.0769
P01491,M009,TikTok,Highlight Reel,2026-06-18,65254,3898,718,712,25880,0.0817
P01492,M043,App Push,Behind the Scenes,2026-07-06,41533,1866,218,135,0,0.0534
P01493,M045,Instagram,Player Interview,2026-07-07,54003,2346,516,370,17614,0.0598
P01494,M045,Facebook,Meme/GIF,2026-07-07,52959,3259,456,525,0,0.0801
P01495,M045,YouTube,Live Score Update,2026-07-04,41197,2115,606,460,0,0.0772
P01496,M009,Instagram,Meme/GIF,2026-06-19,66673,4669,991,249,0,0.0886
P01497,M001,YouTube,Match Preview,2026-06-15,22157,1159,373,323,0,0.0837
P01498,M018,YouTube,Player Interview,2026-06-20,43700,2591,341,458,22252,0.0776
P01499,M010,Facebook,Behind the Scenes,2026-06-15,32328,1603,536,386,0,0.0781
P01500,M006,X (Twitter),Ticket Promo,2026-06-17,3414,170,46,33,0,0.0729
